,open,high,low,close,volume
2023-01-01 14:15:00,16388.120746812336,16410.419991186376,16332.394093798304,16389.995734183452,1329.8183356121478
2023-01-01 14:30:00,16386.185460239478,16386.185460239478,16311.988003112412,16360.54801464642,874.6865294363967
2023-01-01 14:45:00,16362.105088281744,16387.343182068413,16332.64801106041,16368.251221191273,604.2544513177564
2023-01-01 15:00:00,16369.975216033185,16419.622701357694,16355.284958147053,16370.040093135096,745.4838425989997
2023-01-01 15:15:00,16363.818327197796,16392.263493886403,16308.644755471581,16367.568567748944,509.71936789970607
2023-01-01 15:30:00,16368.81256253737,16412.09041505225,16313.616901335712,16365.540041557517,508.0943524343789
2023-01-01 15:45:00,16365.379236791754,16395.74909780589,16328.785681885525,16372.487679421729,1120.5761364128361
2023-01-01 16:00:00,16370.993128632987,16389.440384789814,16324.964942416122,16376.222945797452,609.1506970128416
2023-01-01 16:15:00,16366.037145231816,16433.28985153012,16342.946577338736,16395.48471028485,1043.598106438622
2023-01-01 16:30:00,16392.21485002837,16412.6694066282,16345.30127672235,16392.216507654244,1539.8271557453775
2023-01-01 16:45:00,16383.603228906975,16405.87324606369,16364.592686714966,16393.696101526344,549.2599660780378
2023-01-01 17:00:00,16392.581253764558,16458.045200662495,16359.233930031756,16381.924754675847,911.8972167401851
2023-01-01 17:15:00,16381.20801419254,16440.45691187151,16333.363445109018,16391.87449192906,610.514965021215
2023-01-01 17:30:00,16389.599995890338,16446.702323737238,16369.150003902301,16403.663892419583,1129.4604601125586
2023-01-01 17:45:00,16403.897715821207,16469.017224721523,16403.897715821207,16424.864591231868,855.6462055123751
2023-01-01 18:00:00,16423.25495685341,16514.49738946109,16423.25495685341,16445.765199275862,694.1379707585156
2023-01-01 18:15:00,16447.968348427486,16478.277843623342,16400.710842664987,16425.257416835062,617.8108317832051
2023-01-01 18:30:00,16427.806399469817,16453.898323691425,16404.174163960102,16440.633498330575,626.8630022714002
2023-01-01 18:45:00,16436.603456604647,16460.57977441375,16414.78092259879,16442.21430513622,852.874837037431
2023-01-01 19:00:00,16444.681335635647,16494.583294358938,16444.681335635647,16479.282315878827,1481.23927772498
2023-01-01 19:15:00,16477.57495677399,16511.163602068307,16459.3102708621,16486.594205882255,599.4688276559174
2023-01-01 19:30:00,16485.688214082347,16542.876847071806,16474.46106304596,16515.021694395356,706.0829518739582
2023-01-01 19:45:00,16526.911876307444,16565.461365027124,16454.339907106216,16512.773474827667,649.5950164360171
2023-01-01 20:00:00,16507.648775514437,16545.612730642843,16470.404548831415,16518.82932711526,690.9660522798889
2023-01-01 20:15:00,16515.929214028696,16552.062277010096,16494.233686998305,16511.592398969296,844.4699381262341
2023-01-01 20:30:00,16517.878514432352,16543.652436275323,16471.310633771405,16513.42680415234,569.7167967359741
2023-01-01 20:45:00,16508.291128418445,16562.830050307326,16503.569936108146,16530.14169234561,1091.4367751141817
2023-01-01 21:00:00,16532.74459941363,16539.06693798773,16469.720178157713,16521.392967163745,560.078752246738
2023-01-01 21:15:00,16513.02309292322,16565.23410728807,16513.02309292322,16549.88830935428,625.0649847773867
2023-01-01 21:30:00,16551.763182480838,16580.27077226974,16532.283373515853,16549.810553507705,518.5422946945665
2023-01-01 21:45:00,16551.17351312594,16578.726719328,16538.93436400462,16554.7944709955,635.6519521025688
2023-01-01 22:00:00,16550.40999923795,16550.40999923795,16515.652086967453,16535.06367370744,1728.9159364630423
2023-01-01 22:15:00,16546.311451567,16583.84584429547,16515.387387007027,16546.656149797698,1034.488617698765
2023-01-01 22:30:00,16545.58436641484,16570.576050792406,16542.882545282202,16559.06657360802,646.4691193296337
2023-01-01 22:45:00,16559.20934234172,16592.026728053486,16536.55389029402,16565.589331198265,536.7188824822101
2023-01-01 23:00:00,16566.383023263712,16612.11738064846,16531.62651760505,16558.03912149521,613.05151507005
2023-01-01 23:15:00,16553.991084000194,16597.43425242498,16519.23252162476,16552.88805855337,2025.0256942498522
2023-01-01 23:30:00,16552.710508845088,16569.208704023342,16535.468863966278,16551.88626094708,533.699263555049
2023-01-01 23:45:00,16555.860966129578,16588.200147873875,16532.48229658907,16572.236948257152,598.1525564808653
2023-01-02 00:00:00,16582.228060756883,16602.191913721887,16571.08208849506,16581.05232103538,542.8556977691896
2023-01-02 00:15:00,16578.362608024774,16626.910947135035,16545.998056904104,16579.20228800072,840.6170083772606
2023-01-02 00:30:00,16581.566836251623,16586.05155867999,16531.265847076378,16574.49829581112,1147.868973246921
2023-01-02 00:45:00,16572.15983786841,16574.777412980988,16452.341197371235,16529.874602074306,1427.2431753077835
2023-01-02 01:00:00,16526.93956092791,16533.129343323086,16455.810464551127,16520.98230558392,1004.5532564551594
2023-01-02 01:15:00,16514.387413761375,16547.770170970707,16488.770342566757,16522.87461444573,627.7627033869328
2023-01-02 01:30:00,16532.425434201774,16532.425434201774,16499.12959357258,16510.401807732367,2442.7052003483263
2023-01-02 01:45:00,16505.63901756824,16549.4135318283,16423.80772746428,16489.350365282473,1061.8678924102412
2023-01-02 02:00:00,16496.69031693946,16549.166529880225,16478.10491657886,16507.76134312299,964.2665261920856
2023-01-02 02:15:00,16505.828663536195,16567.983247602286,16504.35404519056,16514.656000857638,541.1089240240591
2023-01-02 02:30:00,16514.791478334093,16546.279557048285,16507.50426136565,16523.58916487724,685.4547056745497
2023-01-02 02:45:00,16524.640444107954,16545.966013620764,16493.235455509082,16515.915380330007,866.7874286725685
2023-01-02 03:00:00,16517.46599265947,16545.945227772212,16474.145104275176,16532.67290881038,1319.5424757638689
2023-01-02 03:15:00,16531.623381582165,16544.591464088357,16505.2319125923,16522.80152428302,846.5098666073181
2023-01-02 03:30:00,16524.872256696875,16562.010462120725,16490.6295331791,16522.598191514666,1598.8324751297985
2023-01-02 03:45:00,16519.537575582624,16568.256983907682,16498.505584475286,16525.536567903564,590.1707560076406
2023-01-02 04:00:00,16521.33050751135,16571.0099356876,16512.168576255226,16531.705792879715,519.162982331625
2023-01-02 04:15:00,16538.612310856373,16590.87365490713,16483.131830285616,16542.961724385284,1333.5339025758988
2023-01-02 04:30:00,16544.62675927524,16578.820394863138,16538.116877436736,16549.963891625826,1274.6982571865856
2023-01-02 04:45:00,16550.689490502074,16584.51763755084,16550.689490502074,16564.32517525428,889.8974979709947
2023-01-02 05:00:00,16553.508521963282,16597.71879148185,16545.782757316894,16571.110955888475,621.5637252423847
2023-01-02 05:15:00,16565.380646154117,16610.845307160253,16538.244078167525,16581.724281666353,632.0142107269119
2023-01-02 05:30:00,16578.40999765541,16609.88625311195,16544.572539619083,16574.159476324312,1251.977738656811
2023-01-02 05:45:00,16578.004706566287,16578.004706566287,16544.550472635456,16562.98086079217,965.8481420055673
2023-01-02 06:00:00,16564.1367817257,16598.321855046812,16522.792852904826,16575.165784300047,679.9390662382212
2023-01-02 06:15:00,16576.304571699115,16642.930417385433,16572.674302414518,16603.6396437595,1243.7103067195014
2023-01-02 06:30:00,16603.425959499422,16608.204513416455,16556.774115542237,16582.953173765607,1107.7327056906258
2023-01-02 06:45:00,16591.973130708568,16591.973130708568,16555.495407505507,16571.637779117667,1200.628332914505
2023-01-02 07:00:00,16568.766451031435,16604.9287594992,16550.059034988026,16563.60306526653,1633.1976012253385
2023-01-02 07:15:00,16566.429900613282,16571.351842804856,16494.58394156538,16548.687597035747,615.9252763167553
2023-01-02 07:30:00,16551.631556577726,16551.631556577726,16494.38092000938,16532.06477804041,1406.826532997888
2023-01-02 07:45:00,16528.387024229454,16535.935870912446,16469.57527201201,16525.06807382261,918.1522689619601
2023-01-02 08:00:00,16523.120077424748,16534.882752382327,16502.61868440373,16516.619636896034,940.0826692218867
2023-01-02 08:15:00,16518.419252251882,16557.971996706423,16498.87125323566,16519.90074059072,1050.430838121001
2023-01-02 08:30:00,16510.291339183488,16545.371953720925,16497.377928215177,16534.622728008842,782.5970194115898
2023-01-02 08:45:00,16536.65756080354,16582.03757648516,16529.42326542561,16549.219260453578,1109.3487029368303
2023-01-02 09:00:00,16546.888087539097,16628.972769830718,16546.888087539097,16574.193906746856,1357.3709981926709
2023-01-02 09:15:00,16575.34667764417,16598.07230346457,16522.1011064573,16585.198066562254,906.0359815703541
2023-01-02 09:30:00,16587.30535870327,16674.175281791002,16565.113113583735,16600.43970969304,842.9744065845501
2023-01-02 09:45:00,16602.126031868684,16630.970569098026,16599.13746425392,16612.465456035607,867.8600540470313
2023-01-02 10:00:00,16618.414872322242,16671.133627892792,16552.97303460541,16628.706810894815,1164.4936280782322
2023-01-02 10:15:00,16632.210170495924,16665.39730261097,16551.410176728805,16639.15145289718,670.476053464695
2023-01-02 10:30:00,16639.060622353372,16722.025337990577,16628.785827889802,16656.12627966974,929.503813777407
2023-01-02 10:45:00,16659.87269838902,16679.67997322041,16603.345960413128,16661.121549356325,735.2417294410196
2023-01-02 11:00:00,16666.36098588583,16669.46011539801,16620.529570900646,16630.91614896976,726.054042288067
2023-01-02 11:15:00,16627.20698933966,16629.985454333077,16599.035004919147,16615.864213443867,869.6962393675884
2023-01-02 11:30:00,16627.966515551805,16646.702991256734,16573.739270488448,16609.327117531753,526.5447157276107
2023-01-02 11:45:00,16620.943619307433,16631.925088923534,16509.235967801458,16606.274826133835,697.6395705799962
2023-01-02 12:00:00,16607.504534908505,16657.299926762927,16607.504534908505,16634.981876789767,1111.2885308103178
2023-01-02 12:15:00,16638.14283733845,16678.96691447136,16597.35792125793,16625.57980596517,1223.7304542844208
2023-01-02 12:30:00,16626.54608407019,16630.473971756124,16592.458128972954,16614.928583408928,556.3595935777018
2023-01-02 12:45:00,16617.281781717138,16619.177261521047,16574.723093619235,16597.80120487263,1204.5672630050437
2023-01-02 13:00:00,16605.030422332566,16649.818107196865,16581.1504708767,16620.177619742703,905.0287446965924
2023-01-02 13:15:00,16617.624734318975,16690.64485652249,16585.59793397337,16637.20860236227,1168.2281830351822
2023-01-02 13:30:00,16630.425412306835,16663.61607746402,16609.247520778823,16639.567533398644,509.2046620414054
2023-01-02 13:45:00,16642.25819012439,16642.25819012439,16589.63593358462,16607.80259646818,824.6262580852592
2023-01-02 14:00:00,16608.287051369476,16688.008391347666,16608.287051369476,16631.73698412721,767.9441069280269
2023-01-02 14:15:00,16630.34366816009,16690.14966453918,16609.483244429972,16624.4628330366,784.3489274101153
2023-01-02 14:30:00,16614.73378923718,16646.521167557505,16593.265906758617,16632.16202068307,1027.8739960348703
2023-01-02 14:45:00,16639.35406254413,16639.734478644838,16599.666207117443,16623.007595000916,578.1280943929232
2023-01-02 15:00:00,16631.316360700497,16631.316360700497,16520.481302299857,16592.976765079038,919.5638027080148
2023-01-02 15:15:00,16592.290341433338,16648.61270419658,16580.215630148778,16596.88363660295,789.548257713186
2023-01-02 15:30:00,16593.35184706008,16595.475427205536,16541.257656530714,16584.18092596206,811.9583298418145
2023-01-02 15:45:00,16580.98477215008,16603.199661004895,16560.57896363818,16587.286344631513,666.3824422850348
2023-01-02 16:00:00,16592.87481823009,16650.554712670033,16581.896606683567,16595.937249871065,630.9132507423642
2023-01-02 16:15:00,16600.38662457705,16630.490195691895,16572.134698604612,16600.025339767348,574.4660341434651
2023-01-02 16:30:00,16604.10811553888,16619.30416233405,16515.347844849006,16591.629448716547,764.4984350624195
2023-01-02 16:45:00,16598.989678406408,16602.387749059926,16552.88068133965,16587.3715957567,855.742761227291
2023-01-02 17:00:00,16581.17736079461,16611.637996406844,16567.492637321448,16595.247876127214,1269.476258329282
2023-01-02 17:15:00,16587.148989846282,16625.430726328595,16553.533174696156,16608.536662198265,542.0603183917435
2023-01-02 17:30:00,16606.723593238126,16652.14542149463,16606.723593238126,16638.47901075483,1079.3060359825467
2023-01-02 17:45:00,16644.70233141271,16656.778868353063,16583.890320623053,16641.956125089135,643.4016281536595
2023-01-02 18:00:00,16648.438947777613,16686.148274714877,16640.90714758048,16658.440577906866,719.4886119804153
2023-01-02 18:15:00,16657.53304683023,16672.584519401837,16646.050060290614,16656.665453580896,1150.830740343218
2023-01-02 18:30:00,16663.37662008077,16700.350233326368,16607.385993463336,16647.40920894231,643.2794607198055
2023-01-02 18:45:00,16649.049277055838,16669.00067993513,16607.719524333435,16652.37887302248,673.2527464170043
2023-01-02 19:00:00,16651.42244308806,16651.42244308806,16615.105022673284,16637.91305491145,579.38012905427
2023-01-02 19:15:00,16645.610471955846,16645.610471955846,16575.21986122528,16623.200026869552,3526.402324742257
2023-01-02 19:30:00,16624.76761788019,16660.938353570844,16591.359979412307,16612.552483616473,1261.1492922168086
2023-01-02 19:45:00,16612.018303526696,16679.28018924375,16594.61422544571,16608.507254391614,629.8172552833535
2023-01-02 20:00:00,16611.577177864052,16646.950070739746,16560.034783337273,16604.073489668746,1051.2516838922716
2023-01-02 20:15:00,16614.021012702102,16708.658453976997,16613.741324190523,16643.864387351055,964.7950835731643
2023-01-02 20:30:00,16639.325508772527,16654.66310564561,16589.34210988916,16640.276557375935,670.276115931249
2023-01-02 20:45:00,16643.924409862437,16684.00170554705,16592.882537227506,16632.39410045522,1812.403188156136
2023-01-02 21:00:00,16630.187299298537,16651.60853274638,16609.633483495,16623.660196443783,628.93918708055
2023-01-02 21:15:00,16626.401432623083,16689.564170125417,16601.949265824278,16627.627104500956,611.4772289363382
2023-01-02 21:30:00,16635.778908728724,16659.618370269527,16622.00762647863,16636.551978785516,1187.7135057451083
2023-01-02 21:45:00,16643.757990014383,16643.757990014383,16590.820394961112,16625.04139350919,1183.5905420407553
2023-01-02 22:00:00,16623.629130451496,16644.080998888283,16607.36998549081,16631.853072919952,708.5874636054506
2023-01-02 22:15:00,16635.654643759524,16715.920976674537,16628.68957284229,16671.019209926082,1124.3683471859003
2023-01-02 22:30:00,16676.417147869844,16676.417147869844,16616.45141561841,16646.9022886756,783.0770746263277
2023-01-02 22:45:00,16641.779847297188,16667.465115326515,16630.43548837842,16651.65298128598,526.6976987131835
2023-01-02 23:00:00,16656.581160457667,16695.115008752855,16642.9137365538,16664.54859417626,565.1147196394611
2023-01-02 23:15:00,16667.54241832955,16737.173157757665,16657.148904188532,16691.560617817227,659.8921377469521
2023-01-02 23:30:00,16686.52624622976,16691.319769498044,16642.986662237705,16675.987034471604,873.1097716884346
2023-01-02 23:45:00,16670.0689196432,16707.356920136575,16639.806323552955,16679.762070550834,569.964378239746
2023-01-03 00:00:00,16675.046863675263,16709.692738846916,16661.348898972657,16682.736234495707,509.63909875080515
2023-01-03 00:15:00,16683.85237914632,16697.069855743674,16613.59611034502,16667.79080725127,1262.9717694780097
2023-01-03 00:30:00,16669.564942295277,16704.236466796512,16635.220900418637,16688.30931095089,686.9485189516832
2023-01-03 00:45:00,16687.33268483605,16744.001625463894,16676.472572661147,16693.44385566658,1822.8790082712928
2023-01-03 01:00:00,16694.795950312793,16745.38997921672,16683.819524634375,16711.2371627069,771.5297857694289
2023-01-03 01:15:00,16714.866480508965,16749.35450884237,16646.555907825412,16686.10472064644,819.8822634206579
2023-01-03 01:30:00,16688.371940597295,16713.464058860463,16638.603871430896,16677.766204176594,588.7566020910248
2023-01-03 01:45:00,16677.85812390192,16700.127121924263,16662.125426372266,16682.843030680873,786.9435374901143
2023-01-03 02:00:00,16684.50662781927,16709.57290666316,16668.754602354784,16697.858178988183,672.6728130481414
2023-01-03 02:15:00,16688.377997023825,16730.902153504743,16688.377997023825,16713.759841231404,574.4657214657107
2023-01-03 02:30:00,16708.561679652597,16723.771295259477,16683.03386775662,16711.670640926633,559.8460326934176
2023-01-03 02:45:00,16703.501346736994,16797.488813480504,16703.501346736994,16727.440367072126,670.2021114297984
2023-01-03 03:00:00,16725.514216700572,16818.370365257495,16707.536791329763,16738.92248371671,583.3076639844635
2023-01-03 03:15:00,16742.090278932843,16742.090278932843,16679.904803157227,16724.191713260443,1110.641102511521
2023-01-03 03:30:00,16724.28418929446,16742.33554462917,16657.1143537429,16726.45842063515,1705.268789609409
2023-01-03 03:45:00,16721.626350959687,16805.86532512215,16715.37995060595,16734.897364354536,711.0930348645826
2023-01-03 04:00:00,16727.74582229883,16786.47299959369,16690.24016093171,16725.041297231375,553.1016280130298
2023-01-03 04:15:00,16718.771085104825,16722.636941192286,16671.381247907542,16708.12766640822,1166.1341547906459
2023-01-03 04:30:00,16711.076968365345,16783.245509354558,16687.07449233635,16731.096232654945,2276.7111195824823
2023-01-03 04:45:00,16730.566125410714,16792.18163780494,16730.566125410714,16748.42080292998,705.0522724768354
2023-01-03 05:00:00,16752.88401285531,16780.929300595875,16726.597131403145,16770.133302418653,686.1671457563017
2023-01-03 05:15:00,16771.340620388422,16849.764106356823,16728.316871296658,16788.775155635518,1731.9534550121623
2023-01-03 05:30:00,16778.393909419665,16790.958458359462,16746.900084911922,16767.348502452664,647.4935615180971
2023-01-03 05:45:00,16762.57208323838,16829.538686211185,16743.200950623548,16799.33326095154,909.867185140459
2023-01-03 06:00:00,16787.910924942356,16842.855051799444,16692.520644157026,16775.53196280403,587.90737248933
2023-01-03 06:15:00,16775.243034566814,16815.994727390065,16705.9180463122,16797.302256800627,618.439235664236
2023-01-03 06:30:00,16797.500744948928,16831.836064856296,16729.42301710648,16816.783910347538,1010.5196308288436
2023-01-03 06:45:00,16815.655621685048,16841.71795023984,16805.934460951074,16822.83365754763,2578.911040520804
2023-01-03 07:00:00,16810.938620839785,16896.985282572656,16810.938620839785,16854.419326045074,854.3846816415138
2023-01-03 07:15:00,16851.70827730244,16883.17875380901,16827.494569837407,16854.310334956568,1473.1837989373007
2023-01-03 07:30:00,16857.712087061773,16857.712087061773,16796.254134933126,16831.879125739197,1144.3199116474696
2023-01-03 07:45:00,16826.335838103354,16851.05485423886,16807.075926856345,16833.454177276417,597.7195635912421
2023-01-03 08:00:00,16831.32286301604,16903.38151445333,16819.446339046306,16852.25128807398,1211.7076847150552
2023-01-03 08:15:00,16853.852826100352,16857.137800835266,16801.3771669904,16843.486392767267,624.593055574775
2023-01-03 08:30:00,16848.514523775124,16869.21873514571,16795.922743678246,16848.323802741033,600.7843089661591
2023-01-03 08:45:00,16846.31295067186,16870.861557949,16824.94232691686,16836.88370140263,737.656131886337
2023-01-03 09:00:00,16838.16562787434,16871.832918061456,16794.39064182974,16844.059633215198,1001.2061336121747
2023-01-03 09:15:00,16847.07356623247,16862.23966206462,16778.870772681912,16847.18629630822,982.0393495533391
2023-01-03 09:30:00,16845.945786504453,16874.03786239179,16823.917448984117,16839.076966639845,672.4705037032548
2023-01-03 09:45:00,16843.369488992335,16863.012791197612,16823.296856445722,16844.920655040314,951.6854906094593
2023-01-03 10:00:00,16848.963633817806,16930.869873195068,16815.734023883677,16866.76060241866,1092.3641449836323
2023-01-03 10:15:00,16862.154666657374,16902.810557594683,16829.54552863317,16859.546168237055,1207.3849581981074
2023-01-03 10:30:00,16856.89566086968,16879.63212677747,16784.85641678254,16832.739220676496,728.1474858449706
2023-01-03 10:45:00,16835.07012086497,16890.24205458772,16821.301696081453,16847.5148936455,624.9937808752076
2023-01-03 11:00:00,16850.802877902726,16903.661107420965,16850.802877902726,16872.6687519236,974.6250871208979
2023-01-03 11:15:00,16881.00629688705,16918.085150136794,16815.287896701997,16853.337139791085,858.2899684198319
2023-01-03 11:30:00,16861.770767248243,16937.525321268015,16841.210201836082,16888.973266871784,1778.5987128993902
2023-01-03 11:45:00,16898.887061568395,16942.9781184994,16795.865270820654,16887.52313174365,1111.2447816064898
2023-01-03 12:00:00,16881.54754093104,16924.02061416735,16864.493663994745,16892.062833377568,632.4965921457598
2023-01-03 12:15:00,16900.52565815795,16934.198400419078,16882.603313655465,16904.188025651332,668.2402499439328
2023-01-03 12:30:00,16911.881229557846,16911.881229557846,16836.98678303462,16874.63082308213,707.696794092314
2023-01-03 12:45:00,16871.781512019465,16946.302094309765,16851.999506614506,16871.547638756772,916.5913318379578
2023-01-03 13:00:00,16875.148111287286,16912.15111898434,16849.366849989718,16864.547096683033,701.8654608324385
2023-01-03 13:15:00,16866.55101193629,16903.727548225303,16858.90850142579,16885.085087833864,799.7195772025034
2023-01-03 13:30:00,16880.22592117807,16910.57157406978,16845.164869561024,16888.267858710395,872.3674712765379
2023-01-03 13:45:00,16900.698414996754,16900.698414996754,16838.599665140755,16881.825260605394,593.3701221995149
2023-01-03 14:00:00,16882.17357294387,16907.815907710843,16857.89671166334,16883.647174306323,566.5433652958824
2023-01-03 14:15:00,16875.232891555483,16875.232891555483,16832.3587455815,16857.13397934841,1094.982070203777
2023-01-03 14:30:00,16856.90831745372,16856.90831745372,16752.124392240024,16820.884926890973,1649.1735238950162
2023-01-03 14:45:00,16821.409358859568,16860.93664574873,16821.409358859568,16844.7468943527,675.1583158512445
2023-01-03 15:00:00,16843.680768387778,16867.71894445928,16808.745142686912,16844.880301568017,770.9651659194575
2023-01-03 15:15:00,16847.75156399741,16893.470130909904,16817.092308486222,16852.54077022825,899.5816617127513
2023-01-03 15:30:00,16852.155165011667,16874.19631572926,16828.331222817375,16856.671709234226,525.5576012928234
2023-01-03 15:45:00,16856.675026146488,16874.554585253027,16827.151443866802,16853.55914682047,633.0433176478824
2023-01-03 16:00:00,16852.802665356077,16890.721690420003,16814.279418221788,16846.31030969085,1644.9904252705578
2023-01-03 16:15:00,16855.347525398425,16919.75780259747,16828.658265770977,16857.423619415815,1254.4363172923515
2023-01-03 16:30:00,16857.20536179554,16871.810566230728,16808.64158660208,16856.69527568194,851.8346799845607
2023-01-03 16:45:00,16850.432012720077,16850.432012720077,16808.671850750365,16832.22765940176,751.5417529443731
2023-01-03 17:00:00,16826.513714457607,16857.38220036876,16807.043393500924,16834.349767112446,925.6838915758348
2023-01-03 17:15:00,16826.87940340878,16879.502696517826,16789.0613784809,16823.679934011576,705.4716215325432
2023-01-03 17:30:00,16814.388302452735,16852.7612274818,16791.42518005828,16820.007512762917,1181.3445361579097
